date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:33:57	12571/12571	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Apr%202025%2013:04:02%20GMT	https://startbootstrap.com/signals/iwl.js	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
18:33:57	13509/13509	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Apr%202025%2013:04:02%20GMT	https://startbootstrap.com/previews/c.dl	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/previews/c.html	(from https://connect.facebook.net/en_US/fbevents.js)
18:33:58	13509/13509	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Apr%202025%2013:04:02%20GMT	https://startbootstrap.com/previews/schema.org/	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/previews/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
18:33:58	13509/13509	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Apr%202025%2013:04:02%20GMT	https://startbootstrap.com/previews/c.rl	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/previews/c-2.html	(from https://connect.facebook.net/en_US/fbevents.js)
18:33:58	22920/22920	---MCZ	200	added ('OK')	font/otf	etag:W/%22599013ba40b17383730e6e336216574e%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-Thin.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-Thin.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:33:58	24052/24052	---MCZ	200	added ('OK')	font/otf	etag:W/%222c6a195ec3979c75fa5b7fe9fa9b5a41%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-ThinItalic.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-ThinItalic.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:33:59	23080/23080	---MCZ	200	added ('OK')	font/otf	etag:W/%22cdf8fc5be280e5a7d2ad05d4e666509a%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-ExtraLight.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-ExtraLight.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:33:59	24284/24284	---MCZ	200	added ('OK')	font/otf	etag:W/%2257f20f2811bcd7ed2d1bcdc72c990e06%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-ExtraLightItalic.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-ExtraLightItalic.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:33:59	23200/23200	---MCZ	200	added ('OK')	font/otf	etag:W/%225bcc9bf98ae5dc7599bc8a9766352bfe%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-Light.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-Light.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:33:59	24208/24208	---MCZ	200	added ('OK')	font/otf	etag:W/%22f711b05db5b0caba3c058aebccccf87d%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-LightItalic.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-LightItalic.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:33:59	23124/23124	---MCZ	200	added ('OK')	font/otf	etag:W/%22ac33cd356d9f1aa70bd97b85b514ffd2%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-Regular.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-Regular.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:00	24236/24236	---MCZ	200	added ('OK')	font/otf	etag:W/%2237a35acb4f204c712b68bc7565a04a43%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-RegularItalic.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-RegularItalic.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:00	23240/23240	---MCZ	200	added ('OK')	font/otf	etag:W/%22c4875fffa82aada80811d45939779893%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-Medium.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-Medium.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:00	24352/24352	---MCZ	200	added ('OK')	font/otf	etag:W/%22299a38ac57e6d615f4085dd04eda824a%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-MediumItalic.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-MediumItalic.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:00	23480/23480	---MCZ	200	added ('OK')	font/otf	etag:W/%2249af9faf7f1f115f17139adbb75eed40%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-SemiBold.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-SemiBold.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:01	24284/24284	---MCZ	200	added ('OK')	font/otf	etag:W/%22d3ff49c082f42a8ed707f4c52d10a7c6%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-SemiBoldItalic.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-SemiBoldItalic.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:01	23664/23664	---MCZ	200	added ('OK')	font/otf	etag:W/%2286826d2416cc1a1e9b42982c13ceb24c%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-Bold.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-Bold.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:01	24332/24332	---MCZ	200	added ('OK')	font/otf	etag:W/%22905c33388992af38391f2d976a96afb1%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-BoldItalic.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-BoldItalic.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:01	23700/23700	---MCZ	200	added ('OK')	font/otf	etag:W/%22806ad4d47a9a851d9e65416799b19c5d%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-ExtraBold.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-ExtraBold.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:02	24588/24588	---MCZ	200	added ('OK')	font/otf	etag:W/%22370b0bcc09b88f56619003bb5afbbb04%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-ExtraBoldItalic.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-ExtraBoldItalic.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:02	23696/23696	---MCZ	200	added ('OK')	font/otf	etag:W/%2256fb00a5755e3b72ae420f005c9024de%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-Black.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-Black.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
18:34:03	24288/24288	---MCZ	200	added ('OK')	font/otf	etag:W/%22bfd61add212f04f7b23a00eca7067cb5%22	https://startbootstrap.com/assets/fonts/metropolis/Metropolis-BlackItalic.otf	C:/My%20Web%20Sites/Dashboard%20website1/startbootstrap.com/assets/fonts/metropolis/Metropolis-BlackItalic.otf	(from https://startbootstrap.com/styles.19e555e2fc527962.css)
